title	label
Between June 30 and July 10, CNN interviewed 17 Israeli public officials versus onePalestinian official.	2
The poverty rates in America today arent much better than when we started the War on Poverty.	2
Says his sons were targeted on Facebook by out-of-state protesters.	2
Marco Rubio tried to insert $1.5 million for a rowing institute into the state budget.	5
There is not a single documented case of abuse of the bulk metadata collectionprogram.	2
Because of Obamacare, you have so many part-time jobs.	4
Every worker pays 15.3 percent payroll tax.	3
The Walton family, which owns Wal-Mart, controls a fortune equal to the wealth of the bottom 42 percent of Americans combined.	0
President Obama pushed through the stimulus based on the promise of keeping unemployment under 8 percent.	3
Ed Gillespie supports a personhood amendment.	4
(Bill) Ayers and Obama ran a radical education foundation together.	5
President Obama is shrinking our military.	2
Cap and trade legislation was originally a Republican idea.	1
Says James Langevin voted to spend $3 billion for a jet engine no one wants.	3
Georgias high school graduation rate topped 80 percent in 2010.	2
The IRS is already planning on 19,500 new employees to administer Obamas health care mandate.	5
My campaign alone has created more jobs in the state of Rhode Island than Narragansett Beer.	1
Algeria wanted to be taken off of the terror list at the time it made an unreported donation to the Clinton Foundation.	4
The (health care) law does not demand that all of these cancellations go out.	3
Says there are a half a trillion dollars in cuts to Medicare that are going to go in place as a result of health care reform.	3
We have the highest tax rate anywhere in the world.	4
Says that under the Obama administration, the debt has nearly doubled.	1
Says his plan to end the toll on Ga. 400 fulfills his campaign promise to commuters.	3
Says Mark Pryor voted to give Social Security benefits to illegal immigrants.	4
The Austin Tea Party and an ultra-conservative millionaire are behind the campaign against the citys light-rail proposition.	2
Obama says America is great, but let's "try to change it."	5
Only 20 colleges and universities have athletic departments with revenue exceeding expenses.	0
The city of Charlotte passed a bathroom ordinance mandate on every private-sector employer in Charlotte.	3
Medicare is going broke. The trust fund goes bankrupt in 2026.	3
The Clintons foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia.	0
Rick Perry was the (campaign) chairman for Al Gore at one time, not too many years ago.	2
My husband and I have never gotten a penny of money from the farm.	4
The health care law adds around $800 billion of taxes on the American people. It does not discriminate between rich and poor.	4
Says Obama policies contributed to gas prices rising from $1.89 in January 2009 to $3.51 today.	3
Says Rep. Charles Bass supports privatizing Social Security, risking trillions more on Wall Street.	3
No one on my staff has ever been charged with a crime.	4
Arizona is spending less on a per-capita basis than every single state in this country in higher education.	1
For the cost of $5 vanilla soy latte a day, you can get a sweet health insurance plan to match.	2
Rep. Frank Wolf voted to allow terror suspects to buy guns.	2
Says Donald Trump has the gall to say that prisoners of war like John McCain arent heroes.	2
Says Mark Warner told PolitiFact Nationals Lie of the Year in 2013.	4
There was serious voter fraud in California.	5
CBO reports that delaying the Obamacare individual mandate will reduce the deficit by $35 billion over ten years.	1
Voted the best specialty plate in America	3
We dont allow filming inside of the City Hall unless there is a specific reason.	4
Says Democrats racked up a $1 billion state deficit, while Republicans under Bill OBrien balanced the budget.	4
Says Matt Wand has sided with anti-choice activists to restrict access to reproductive health care services.	2
Under President Barack Obama,Weve got the lowest labor force participation in over three decades, since 1978.	1
Ohios electricity rates are 10 percent below the national average.	1
In the last 50 years, (the federal government has) only balanced the budget five times.	0
Weve seen six months of positive job growth by the private sector.	0
Gov. Pence said, inarguably, Vladimir Putin is a better leader than President Obama.	1
When I left Washington, we had a $5 trillion surplus.	3
When my grandfather came to this country back in 1925, there were no government benefits.	4
Says, I-205, six miles of which runs through my district, already carries more traffic than I-5.	0
I had the lowest net worth of any American president in the 20th century when I took office.	2
And he's the only candidate who will fight for a national catastrophe fund to reduce insurance rates.	1
The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.	4
Were borrowing 20% of (the federal) budget.	2
The Medicaid expansion is going to cost Florida $1.9 billion a year.	4
Between the year 2000 and 2006, (insurance) premiums in this country doubled.	1
Says Rand Paul denied that he put forward a bill ... to zero out foreign aid and specifically spoke about Israel.	2
There is long historical precedent for a Supreme Court with fewer justices.	3
(George) LeMieux never requested a single earmark and pushed to ban them all.	2
You know what Truman said, You want a friend in Washington, buy a dog.	4
It's "common knowledge" that al-Qaida is receiving training from Iran.	4
Ive got the spending down, Ive got the debt down a little bit, Ive got the reserves up.	1
When I talk about (raising the) minimum wage ... half of Republicansagree with it.	1
Unlike you and me, Congress gets to keep up to $11,000 a year in taxpayer subsidies under Obamacare.	2
The 2010 DREAM Act failed despite strong bipartisan support.	3
During the George W. Bush period, there were 13 attacks on various embassies and consulates around the world. Sixty people died.	1
Public display of a long rifle is perfectly legal in Texas.	0
Says Transportation Secretary Ray LaHood will force you to stop using your cell phone while driving.	4
Says Donald Trumps tax plan gives the wealthy and corporations more than the Bush tax cuts by at least a factor of two.	0
Houston is the third-most toxic city in the United States of America.	0
As a result of Roe vs. Wade, Americas maternal mortality rate dropped dramatically.	1
We definitely lost way more jobs in Texas this year than we gained we lost 300,000 jobs in Texas alone this year.	0
Planned Parenthood is not actually doing womens health issues.	5
Most of the stimulus money will be spent not this year, not next year, but in 2011.	3
Holly Turner... still takes her homestead (property tax) exemption in Fort Worth.	3
Mercedes-Benz USA moving its headquarters to Atlanta will create at least 800 jobs.	1
Fast and Furious began under the Bush administration.	4
Says Alaska Sen. Mark Begich is on record supporting a carbon tax, even pushing Harry Reid to make it a priority.	3
Georgia had the worst job losses in state history under GOP watch.	1
Bill Clinton cut the military drastically.	2
Florida is second in the nation in the uninsured.	1
Says Barack Obama endorsed a total ban on the manufacture, sale and possession of all handguns.	3
75 percent of the Obamacare tax falls on the middle class.	4
Hartsfield-Jacksons new international terminal is opening within budget.	5
Says 92 percent of Texas counties had no abortion provider in 2008.	1
The United states is borrowing more than 40 cents of every dollar we spend.	0
Says Charlie Bass forfeits right to equal cost for TV ads under FCC rules	4
I am now the No. 2 member of this House in terms of length of service.	0
Says the United States is the Saudi Arabia of coal.	1
More black babies are aborted in NYC than born.	0
Martin Luther King Jr. was a Republican.	4
Says the states rainy day fund is our insurance policy against a major natural disaster.	3
State Rep. Elena Parent supported Governor Nathan Deals plan to slash the HOPE scholarship.	4
Under Gov. Tom Corbett, Pennsylvania ranks 49th in job creation.	1
After the 2001 and 2003 Bush tax rate cuts ... there was more money coming into the treasury.	3
Says Donald Trump is on record extensively supporting (the) intervention in Libya.	1
Says Rick Scott cut education to pay for even more tax breaks for big, powerful, well-connected corporations.	2
Says Texas is dead last in support for mental health.	1
Says Chuck Hagel has called for an end to our nuclear program.	3
Ted Cruz defended a Chinese company that stole an invention from an American inventor.	1
When I was born, less than 10 percent of the federal budget was entitlement spending. Its now 60 percent of the budget.	2
Rhode Island has the highest percentage of uninsured adults of any state in New England.	1
Zika mosquitoes cant catch me.	1
Pinellas County voters elected me as their chief financial officer (and) elected me as (their) governor four years ago.	0
Says opponents of the health care law prevailed on our two main arguments to the U.S. Supreme Court.	1
Its clear thatHillary Clintonviolated national security laws.	4
Under the Endangered Species Act, only 1 percent of the species that have been listed have actually been delisted.	1
House Republicans "weren't part of the negotiations" on the Wall Street bailout plan.	3
In Rhode Island, there were thousands of jobs that were created by the federal stimulus program	3
Every bit of plastic that has ever been created still exists.	4
Clinton's former pastor convicted of child molestation.	5
U.S. Sen. Bill Nelson chose to side with President Obama against the Keystone pipeline	2
Says Nelson Mandela was a communist.	1
On the Iraq war, I said it loud and clear, Youll destabilize the Middle East.	4
I built that border fence in San Diego...and it reduced the smuggling of people and drugs...by 90 percent.	1
Bing Energy said it decided to move to Florida because of Gov. Rick Scotts plan to eliminate the corporate tax.	2
Texas ranks: #1 in worker deaths, #1 carbon emissions, #50 in high school graduates, #50 in funding for mental health patients.	2
Obamas dog has his own plane	4
Americans havent had a raise in 15 years.	1
The Romney-Ryan plan for Medicare does not affect benefits for anyone 55 or older.	2
We lowered the business tax from 4 percent down to 1 percent.	2
Florida's cost for the Medicaid expansion will be $1.6 billion a year or more.	2
Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.	0
The federal government is now on track for the second-largest budget deficit in 65 years.	0
Foreign aid makes up about 1 percent of our entire budget.	0
We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.	0
A provision of the Senate immigration bill would require you to have government permission to get a second job.	2
Says Denzel Washington supports Donald Trump and speaks out against Barack Obama.	5
Buried in the Affordable Care Act is a huge government bailout.	2
Were spending $1 trillion a year on our foreign policy.	0
Three thousand felons voted in Rhode Island in 2008.	0
The health care price tag for childhood obesity in Georgia is $2.4 billion annually and rising.	4
Says Congressman Jon Runyan has a plan to raise Medicare costs $6,400 a year.	3
There currently are 825,000 student stations sitting empty across Florida in every district and at every grade level.	1
99 percent of all new income today (is) going to the top 1 percent.	1
We have a higher rate of tested lead in people in Cleveland than in Flint.	1
25 percent of federal inmates are noncitizens.	1
I have the most Grammys of anyone my age, but I havent won one against a white person.	3
Reporters rehearse questions with White House press (secretary).	5
Governor Deal has increased education spending every year hes been in office.	1
From Obama's book: "I found a solace in nursing a pervasive sense of grievance and animosity against my mother's race."	5
Donald Trump called the military that I served in a disaster.	1
Says Sen. Elizabeth Warren lives in a $5.4 million mansion.	3
The Obama administration just issued instructions that terrorism training should not involve any reference to Islam.	4
60 percent of all Americans do not want to see Planned Parenthood defunded.	0
The Bush administration had been giving (auto companies) billions of dollars and just asking nothing in return.	4
I took the state of Ohio from an $8 billion hole to a $2 billion surplus.	1
Says Charlotte Nash pretends to be a chicken farmer in order to get property tax exemptions.	4
On birthright citizenship for illegal immigrants.	4
Republican candidate for governor Ken Block was fined and had to admit that (he) funneled money illegally to the Moderate Party.	0
A photo from the Russia-Finland hockey game shows a sad Vladimir Putin and Dmitry Medvedev.	5
Says his much-discussed boots are made in Wisconsin.	5
Says U.S. Sen. Ron Johnson doesnt even believe that theres a man-made role in climate change.	1
Bill Nelson was the deciding vote on the health care law.	3
Veterans can now download their electronic medical records with a click of the mouse.	3
Fox News barely covered (the Duggar family) scandal until Megyn Kelly was able to secure this interview.	0
China is in the South China Sea and (building)a military fortress the likes of which perhaps the world has not seen.	2
During my eight years as county executive, we cut the number of county workers by 20 percent.	0
(Bill) Nelson voted for billions in wasteful spending earmarks like the Bridge to Nowhere.	1
Under President Barack Obamas leadership, since June 2009, (the auto) industry has added a quarter of a million jobs.	0
Jobs incentive program created over 1,200 high-wage jobs since 2009.	4
My opponent... lost 43,000 jobs in Houston since he took over; we are losing jobs.	4
More businesses are closing than are opening for the first time in our nations history.	2
Foster children are disproportionately victims of identity theft.	4
Full marriage equality [would provide same-sex couples] with about 1,700 rights.	3
Obama says his bill "reduced welfare rolls nearly 80 percent."	2
Reporters have uncovered another Scott company accused of criminal acts. But Scott wont come clean.	4
The seed of Muslim is passed through the father.	3
The number of SWAT raids have gone up by 1,400 percent since the 1980s.	1
Says that under Texas law, it takes six years to close a failing school.	4
The planned expansion of Savannahs port is a jobs creating project.	2
Says Rick Scott changed his promise from700,000 jobs created on top of what normal growth would be to just 700,000 jobs.	0
Gov. Romney was very clear, he would veto the DREAM Act.	0
The Wisconsin Economic Development Corp. cannot account for creating one single job.	3
Collectively states are spending more on Medicaid than they do on K-12 education.	0
Lizbeth Benacquisto broke election law 105 times, hiding special interest contributors.	0
Recently, Florida has successfully reduced the environmental permitting time down to just two days.	4
Energy nominee Steven Chu has called coal "his worst nightmare."	1
And 100 percent, John, of your ads . . . 100 percent of them have been negative.	5
The commission form of government is definitely losing favor in the United States.	0
The company I created, Point Judith Capital, "is the only venture capital firm in Rhode Island."	0
In fact, theres more state funding for education today than any other time.	0
Says President Barack Obamas own economists say the stimulus cost $278K per job created.	4
The U.S. government spends less on energy innovation "than the pet food industry invests in its own products."	4
Obamacare Medical Codes Confirm: Execution by Beheading To Be Implemented in America.	5
After Sandy Hook, Ted Cruz stopped Obamas push for new gun control laws.	3
Henry Kissinger "said that we should meet with Iran guess what without precondition."	2
Minnick voted to let the government fund abortion under Obamacare.	4
Newgard owed more than $13,000 for unpaid taxes on his $1 million Milwaukie apartment complex.	3
She hasn't run a corner store. She hasn't run a state. She hasn't run a city. She has never run anything.	3
On expanding Medicaid as part of the health care law	4
[O]ver 200,000 ordinary citizens were given the opportunity to identify projects they preferred.	0
In Florida alone, more than $3.5 billion a year is spent on health care and criminal justice for illegal immigrants.	4
Ronald Reagan did amnesty.	0
Every child in Colorado who has been given medical marijuana for treatment for seizures has had diminished seizure activity.	2
Daraprim is still underpriced, relative to its peers.	4
Says out of 588 school districts, we give 31 (former Abbott) districts 70 percent of the aid.	1
Since 2000, "the Texas clean air program achieved a 22 percent reduction in ozone and a 46 percent decrease in NOx emissions."	2
Proposed fees for Rhode Island beaches will still be less than some of the town beaches.	0
Rick Scott vetoed funding for 30 Florida rape crisis centers. Scott said the centers werent needed.	3
There is a situation in this country where youre nearing 50 percent of people who dont even pay income taxes.	0
Suntrust Bank cancels account because company sells guns.	3
Over the past five years, the American automobile industry has created about 500,000 new jobs.	0
Obama said that "since 1992, the Republicans have had all the good ideas..."	4
The national debt of $16 trillion, is enough to buy both the Cleveland Indians and Cincinnati Reds 1,918 times.	1
Says Rick Santorum voted for the Bridge to Nowhere.	1
President Barack Obama spent $5 billion paying Ukrainians to riot and dismantle their democratically elected government.	5
The lieutenant governor has the power to be an economic ambassador and negotiate on economic development	2
Sheldon Whitehouses failure of leadership, the adding of almost $8 trillion in debt in his first full term, is shameful...	2
Says Ron Johnson likes to say there are too many lawyers in the Senate 57. Hed be the 70th millionaire.	0
David Perdue led efforts to ship thousands of jobs overseas.	2
A hidden provision in Obamacare taxes sporting goods as medical devices.	5
The health care law could cost up to $2 trillion, double what we were promised.	4
President Barack Obama is the first president to keep a dog-trainer on retainer for $102,000 a year at taxpayer expense.	5
Greg Abbott heads up a party whose platform calls for the repeal of the Voting Rights Act.	1
Theres actually 600 abortions done after the 20th week of pregnancy every year in Ohio.	0
Georgia ranks last in job growth.	1
Women pay 48 percent more for health insurance.	3
Who can you thank for rising prices at the pump? O-ba-ma! O-ba-ma!	4
Weve already lost $500 million in economic impact from HB2 fallout in North Carolina.	4
The state of Georgia has lost 200,000 total jobs and 50,000 construction jobs since May 2007.	0
Says roughly two-thirds of (state) corporations didnt pay any income tax in Virginia.	1
Because of Barack Obama the mission in Iraq ended.	2
Students at the University of Texas in Austin have been advised not to wear cowboy boots or cowboy hats on Halloween.	4
The United States stood alone in the war in Iraq.	5
Rob Portman shares radical, ideological views toward women.	4
Says U.S. Sen. Ron Johnson voted to cut $700m from Medicare.	3
When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average.	2
We would create thousands of jobs in Colorado, if the Keystone Pipeline were to be built.	3
More than 7,000 Americans lost their lives to climate change-fueled events last year.	4
The death penalty is a deterrent that does affect and impact people.	3
Says she is a registered nurse.	4
In 2013, the United States accepted 67 percent of the worlds refugees.	3
500,000 U.S. troops came home from Iraq and Afghanistan with PTSD and traumatic brain injury.	1
North Carolina Republican Senate candidate Thom Tillis would let insurance companies deny coverage for pre-existing conditions.	1
Says in Katrina, they approved $60 billion within 10 days of the storm on a voice vote.	2
Virginia is the No. 1 recipient of federal dollars.	3
Austin politicians want to cram more kids into classrooms so they dont have to make the tough decisions to balance the budget.	3
The violent crime rate in America is the same as it was in 1968, yet our prison system has grown by over 500 percent.	2
Every person on death row was a foster kid.	4
Through competition as governor, I got agreements to build a nearly $40-billion natural gas pipeline.	3
The average federal employee makes $120,000 a year. The average private employee makes $60,000 a year.	4
Science has not shown greenhouse gases to be a problem.	5
Portland spent nearly $1 million in federal stimulus money to install bike path signs where they already existed.	4
In the Florida Republican primary, "we got a very large percentage of the, quote, conservative vote."	3
Says opponent Chad Chadwell wants condom techniques demonstrated to your children.	3
Says that PolitiFact Ohio confirms that Betty Sutton maxed out federal debt	5
Torture is illegal by our laws. Its illegal by international laws.	0
Biden is "one of the least wealthy members of the U.S. Senate."	0
Says Hillary Clinton abided by the ethics agreement between the Clinton Foundation and the Obama administration.	3
Says the most dangerous time for children is from 3 to 6 p.m., during which time juvenile crime rates triple	2
State employees in Wisconsin earn about 8 percent less than if they worked in the private sector.	4
You know how many children in the history of the United States have died in a fire (at school)? Zero.	4
Paul Broun Jr. sides with sexual deviants to support sale of crush videos.	4
Nobody in total is proposing cutting anything. Were trying to reduce the rate of growth in government.	1
Sen. Harry Reid voted against declaring English our national language, twice.	0
Says we have now more Border Patrol officers than weve had at any time in our history.	1
40% of Americans know someone who has been killed by a gun.	1
Says he will protect your guaranteed benefits in Medicare while Mitt Romney would take away Medicare as guaranteed benefits.	2
The [Georgia] General Assembly took away the Atlanta Board of Educations oversight of the superintendent.	3
Over the past eight years, black youth unemployment is up.	3
Obama, Biden and their liberal allies oppose clean coal.	4
There have been 74 school shootings in America since Sandy Hook.	3
For each $1 billion in infrastructure investment, 42,000 jobs are created.	2
Says George Norcross said the TAKEOVER OF RUTGER$ CAMDEN WILL COST NEW JER$EY BILLION$.	4
Says he cant release his internal affairs record because there are Attorney General guidelines in place protecting it.	4
Weare picking up oil with shovels and paper and plastic bags.	0
The Milwaukee County bus system has among the highest fares in the nation.	4
President Obama has raised taxes 19 times.	2
Says GM used taxpayer dollars to prop up operations in China.	4
Banks paid Hillary Clinton over $1 million and are contributing millions more to elect her.	2
We spent $3-million of your money to study the DNA of bears.	1
One out of two Americans are living either in or near poverty. That means 150 million Americans, half of us.	2
Limberbutt McCubbins (a five-year-old cat) is a candidate in the 2016 presidential election.	2
Says Jonathan Gruber was some adviser who never worked on our staff.	3
Jennifer Carroll is the first African-American Republican woman to be part of a statewide ticket in Florida.	0
Georgia has more than 700 law enforcement agencies, and fewer than 20 percent of them are state-certified.	1
One third of our age group (Millennials) have moved back in with their parents.	1
Owen in MA vs. Owen in RI Advantage:Rhode Island.	0
If youre a wealthy CEO or a hedge fund manager in America right now, your taxes are lower than theyve been since the 1950s.	1
Donald Trumps been completely consistent about his plan for nonviolent undocumented immigrants.	4
Barack Obama has the longest track record of any candidate in this election in support of the 'Bridge To Nowhere.' 	3
Says a Sanders campaign ad never said ... a newspaper endorsed us that did not.	4
Obama will charge a 28 percent tax on all home sales.	4
Said he won the Democratic primary without one ... negative TV spot.	1
About 95 percent of (Ohios) electricity comes from burning coal.	2
Says Tammy Baldwin voted to gut Medicare for seniors.	4
The stand your ground lawcaused the shooting death of Trayvon Martin.	4
In Georgia, Perdues company closed plants and moved jobs to China.	0
Under a proposed bill, a $100,000 homes flood insurance premium would be maybe $200 or $300 annually.	4
Social Security has never contributed one cent to the deficit. Not one cent.	2
Obamacare takes $500 billion out of Medicare and funds Obamacare.	2
The state that has the highest per capita number of guns that end up committing crimes in New York come from Vermont.	2
All but one of the 50 states already have some form of a balanced budget amendment in their state constitutions.	2
The U.S. deficit "increases at $3 million per second."	4
I have not changed my position on the (gay) marriage amendment or anything else related to marriage.	2
McCain and Bush are millionaires who are "for tax cuts for millionaires."	1
The Human Rights Campaign is more powerful than the NRA.	4
About 85 percent of hotel guests who will pay the new $5 hotel/motel fee will be from outside Georgia.	1
We spend more per student than almost any other major country in the world.	0
Says the hospital listed on Barack Obamas just-publicized long-form birth certificate denies the president was born there.	5
We now actually import more oil than we did before 9/11.	1
Says Gov. Rick Perry is by far and away the highest-paid state employee on an hourly basis.	5
Says the Hawaii governor cant find anything that says (President Barack Obama) was born in Hawaii.	4
Under President Ronald Reagan, illegal immigrants were not pouring in likethey are now.	4
House Democrats have a two-to-one advantage money-wise against House Republicans.	1
Georgia can substantially increase its funding for education by going after $2.5 billion in uncollected taxes.	2
Most people in New Hampshire want to raise the minimum wage. (State Rep. Marilinda) Garcia opposes it.	1
Says nearly 30,000 federal employees in Oregon were furloughed during the government shutdown.	4
After Fahrenheit 9/11 came out, "Bush's approval rating never was better, it only got worse."	3
We are making the largest investment in education in our nations history.	0
In the last two years, we have reduced the deficit by $2.5 trillion.	4
The prosecutor who brought the indictment of Texas Gov. Rick Perryhas ties to Obama. He has ties to the Democrats.	3
Sen. Obama's chair in New Hampshire is a lobbyist. He lobbies for the drug companies.	0
Says, Oregon has the third largest class size in the nation.	0
My opponent supported policies that increased tuition by 18 percent.	4
A cap-and-trade plan promoted by Barack Obama would hit hardest those already struggling to make ends meet.	2
Says Bill Nelson voted to raise our taxes 150 times.	4
America produces more oil and gas than any other nation in the world.	0
She is the only candidate who has stood by our community and immigration reform from the beginning.	3
Says Bill White is for gay marriage.	4
Barack Obama and Hillary Clinton have left us with $19 trillion in debt.	3
The Senate health care bill is longer than Tolstoy's 'War and Peace.'	3
Half the lottery directors across the country had not run a lottery before they were hired.	1
Says the foreman of the jury that convicted him was a Greenpeace activist.	1
On a single-payer health care system.	2
Says that in 2009 ExxonMobil paid no federal income taxes, received a $156 million rebate.	4
A 10-year state program that created 202 jobs at a cost of $247,000 per job was approved by former Gov. Jim Doyle.	5
GOP presidential hopeful Herman Cain called Ron Pauls followers ignorant.	4
Ralph Hall has never voted to raise the debt ceiling.	4
Says Donald Trump won more counties than any candidate on our side since Ronald Reagan.	1
There is not a single candidate in the Republican primary that thinks we should do anything about climate change.	1
Says the claims that Texas faces a $27 billion shortfall are flat-out false.	4
Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority.	0
Says Donald Trump has given more money to Democratic candidates than Republican candidates.	3
Says Mitt Romney wants to add $2 trillion to defense budget that the military hasnt asked for.	0
The Trans-Pacific trade deal could cost America 448,000 more jobs.	2
Barack Obama is the first president to file lawsuits against the states he swore an oath to protect.	5
More than 70 percent of American adults have committed a crime that could lead to imprisonment.	1
Says Ohio Attorney General Mike DeWine is hypocritical for challenging the constitutionality of the new health care law.	4
Attorney General Roy Cooper refuses to do his job by not defending House Bill 2 in a lawsuit.	2
Says Georgia Democratic Senate hopeful Michelle Nunn supports higher taxes.	3
A year since the Recovery Summer, there has been been a fall, winter and spring of no recovery.	3
Gov. Deal has the worst record on education in the history of this state.	5
The American murder rate is 50 times that of any other developed nation.	4
Says in the 2012 State of the Union address, President Obama didnt even mention the deficit or debt.	5
As a former federal prosecutor, I prosecuted over 4,000 cases.	0
Says Rep. Tom Reed, R-N.Y., voted to raise the Social Security retirement age on us.	2
Their New York casino deal was called rigged and corrupt.	1
Says there have been 50 million abortions since Roe v. Wade was decided.	0
Late changes to the Arizona immigration law "lay to rest questions over the possibility of racial profiling."	3
Says 13 Texas universities have announced or implemented a $10,000 degree.	3
The (State Board of Administration) transparency issue got a great airing the last legislative session.	4
83% of doctors have considered leaving the profession because of #Obamacare.	4
Says that in 2001, Rick Perry spoke favorably of binational health insurance between Mexico and Texas.	2
Says President Abraham Lincoln enforced the Fugitive Slave Act until the Civil War ended.	3
Says his parents came to America following Fidel Castros takeover of Cuba.	4
Our trade deficit in goods reached nearly $800 billion last year alone.	0
Says Ohios economic recovery started in February 2010.	1
Gov. Scott Walker is helping pay for the criminal defense of a man accused of boy rape.	5
Barack Obama "pays for every dime" of his spending plans.	3
Says there were multiple instances of voter fraud in Wood County, Ohio.	5
Says for the first time ever, Texas lawmakers are not funding student population growth.	1
Since sequester began federal employment has been subtracting 6,000-7,000 jobs per month	3
Says no Austin City Council member lives south of Lady Bird Lake or north of 45th Street.	1
Ohio taxpayers spent more than $67 million for the year on food stamps and Medicaid for Wal-Mart workers	2
One out of every five law enforcement officers thats killed is killed with an assault weapon.	1
Mitt Romney did not run his campaign on the basis of arguing his experience in the business world was a reason to vote for him.	5
Says PolitiFact issued a True ruling on Paul Krugman calling Governor Christie a fiscal phony.	4
Alexi Giannoulias top aide was a longtime BP lobbyist.	3
Last year -- actually, this year in May -- we saw New Jersey Transit fares rise anywhere from 25 percent to 47 percent.	1
Under our (2011-13) budget, the average (Wisconsin) property taxpayer will save $700.	4
Al-Qaida has grown fourfold in five years.	2
The stimulus has $30 million in there to protect mice in San Francisco.	4
CNNs Crap Polling is so bad that it shows that no one under the age of 50 has an opinion of Hillary Clinton.	5
Our numbers are going up at the airport.	5
Texas would have to increase current state spending by 28 percent just to reach the national average for spending per resident.	0
Says Studies show the average age of entry into prostitution is 12 to 14 years old.	2
Says that the state spends more money on tax giveaways than it receives in tax collection.	1
Martin Luther King Jr. was a Republican!	4
We have one charter school that for seven years has been rated unacceptable.	3
Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain	3
There are over 100 pipelines between the United States and Canada right now.	3
The Senate-passed health care bill "is identical to the Massachusetts health care plan -- the same thing."	1
The Government Accountability Office estimated (Obamacare) will add to the long-term deficit by $6.2 trillion.	3
Nearly 60 percent of women who use birth control do so for more than just family planning.	1
Under Gov. Scott Walker, unemployment is increasing in Wisconsin at twice the rate it is nationally.	3
In Mexico, they dont have birth certificates... they dont have registration cards for voters. They have one national ID.	4
As governor, Ted Strickland left only 89 cents in Ohios rainy day fund.	0
Under President George W. Bush, "the national debt went from $5 trillion to $12 trillion."	4
The U.S. "only ranks 25th worldwide on defense spending as a percentage of GDP."	3
We have the lowest beer tax in the nation.	4
[E]xcise tax increases drive commerce across state lines.	1
Obama's Ten Point Plan to 'Change' the Second AmendmentBan use of firearms for home defense.	5
Says Tennessee has some of the lowest beer excise tax rates in the country.	2
Buying the naming rights to the new Falcons stadium is the largest marketing deal in Mercedes-Benz history.	1
His proposed budget would "cut our deficit in half by the end of my first term."	1
As governor, [Mitt Romney] balanced the budget without raising taxes and created jobs.	1
(Obamacare) is a bill which has never once had a majority of Americans favor it.	1
97 percent of the 100 poorest counties in America are in red states.	1
When we got the income tax in 1913, the top rate was 7 percent. By 1980, the top rate was 70 percent.	0
CNN did a poll recently where Obama and I are statistically tied.	5
Says President Dwight Eisenhower moved 1.5 million illegal immigrants out of this country.	2
For immigrants with visa overstays, we make no effort to hold them accountable to that or uphold the law.	2
By the time(Mitt Romney)left office, Massachusetts was 47th in the nation in job creation.	2
DNC chair Debbie Wasserman Schultz denied unemployment went up under Obama.	3
McCain, "voted against renewable sources of energy, against biofuels, against solar power, against wind power.... "	1
Says Connie Mack IV has been a promoter for Hooters with a history of bar room brawling, altercations and road rage.	1
Our recent state budgets have far exceeded population and inflation growth.	3
The vast majority of our international commitments take effect without congressional approval.	2
Says the federal stimulus program was ineffective because the number of jobs has actually decreased by 18,300 through July 2011.	2
The United States regulations are among the most difficult in the world.	4
Says Sherrod Brown voted for the $1.17 trillion health care law that adds a new tax on Ohio manufacturers.	2
Sen. McConnell offered a fully paid two-month extension of unemployment insurance.	0
The video doesn't show the broader picture of the firing that was going on at American troops.	1
Under Obamacare, 75 percent of small businesses now say they are going to be forced to either fire workers or cut their hours.	5
When Peppers tax was finally voted down, Pepper laid off cops and closed jails and let criminals run free in the streets.	3
''Both Democrats and Republicans are advocating for the use of student test scores to measure teacher effectiveness.''	2
We borrow a million dollars every minute.	1
The (Ohio) economy is on the mend. It is in better shape than it was when we took office.	2
The Republican presidential nominee hasnt won women since 1988.	0
Says Michelle Nunn has acknowledged allowing a convicted felon to hold a fundraiser for her.	1
Stimulus dollars paid for windmills from China.	3
The Libyan people have voted twice in free and fair elections for the kind of leadership they want.	2
He's leading by example, refusing contributions from PACs and Washington lobbyists.	2
Says John Bolton supported the Iraq War and said last year thatI still think the decision to overthrow Saddam was correct.	0
On receiving campaign contributions from out-of-state donors	4
The Democrats health care reform law is agovernment takeover of health care.	4
Says he helped lead an outside audit thatll save (Milwaukee County) taxpayers over $200 million.	4
Just like Donald Trump, David Jolly wants to outlaw a womans right to choose.	3
Speaker Gingrich has said that we ought to get rid of our child labor laws.	3
Women account for 92.3 percent of the jobs lost under Obama.	3
Says Hillary Clinton and the Democrats admitted theres one candidate who scares Hillary Clinton, and thats Sen. Marco Rubio.	2
Texas had the worst voter participation in the country in the November 2014 elections.	1
Its typical for a presidential candidate to release 10 or 11 years of tax returns.	2
Says Texas school systems lose 45 days a year on testing.	3
Obama nominee Dawn Johnsen called motherhood 'involuntary servitude.'	4
New Jerseys once-broken pension system is now solvent.	2
